review_text,review_posted_date,review_header,review_rating,review_author
Good for it,13 Mar 2018,Five Stars,5.0 ,ASIF HUSSAIN
Battery life is very low ..twice a day charging,10 Oct 2018,iPhone X battery life,1.0 ,AMAR BADI
Using since from launch owseme one phone means iphone .its my 5th one,16 Mar 2018,Five Stars,5.0 ,Manoneet
Good,16 Feb 2018,Five Stars,5.0 ,Vijay Nimmagadda
The phone is good for the business standard people. It's just for the showoff. While some features are good,20 Mar 2018,Three Stars,3.0 ,Jay K.
85000!!!,03 Jun 2018,85000!!!,1.0 ,Abhisek heartthrob
"I was an android user since 2011. I always kept iPhone away while buying a new phone. My primary concern while selecting a smartphone is the Camera. And my previous Xperia and Samsung flagships served well in that purpose. This time I have short listed Galaxy Note 8 and iPhone X. Since the price difference between both of them are small and the lags on my last android phones compelled me to buy iPhone X. I have previously used iPhone 5S and 6 Plus for a short period. Both were 16gb and I returned to Android phones due to limited sharing options and lack of extra storage. Speaking of iPhone X, it is beautiful, heavy weighted, elegant by looks. The performance is very fast, the camera is just awesome. There is ton of iPhone X reviews on YouTube/internet so I am not going to review it here.I am just sharing some pros and cons according to my usage Protection Tips :- Case :- I brought a SPIGEN Neon Ultra Hybrid Crystal case as that provides solid drop protection as well as has silver lining that matchs well with silver color of my phone Screen Protector :- Here i brought MTT it has all the usual features some people may also go for the full body protection that even protects the top notch but that might add bulk but hey that's my opinion . Pros: :- Super fast :- Elegant & beautiful design. :- Large screen of 5.8 inch. :- Good battery backup. Lasts full day on heavy usage. :- Facial Recognition (Face ID) :- Great photos both day light and low light. :- Quad LED flash :- Very good portrait photos. (Stage light is a hit or miss all other mods work beautifully) :- 10X optical zoom using Dual 12mp cameras. :- Great quality, loud sound. :- Fastest Processor A11 Bionic :- 7mp front camera. :- Awesome 240FPS slow-motion videos in 1080p :- Great video quality :- Stainless steel body :- Wireless charging. :- Not much heating. :- Highest Display Brightness of 574 nits ( Samsung Galaxy note 8 has 408 nits) :- Best in class OLED as said by ""Display Mate"" :- The new swipes gestures are really intuitive , they have a natural and simple flow to them :- Best video recording , as for still photos it falls just behind google Pixel 2 ( not much ) :- First Bezel less design iPhone Cons: :- Very high price when compared to other countries :- Very large & heavy. It is very difficult to hold for long time. Hands get hurts. :- Large Screen make one handed operation difficult. :- Apple's new image & video format is not supported by most devices. :- No complete file manager. :- No dedicated headphone jack. We should keep a Bluetooth headphone to use while charging. :- Limited sharing functionality. :- Un grouped notifications are annoying. :- IOS 11 is buggy and there is an update each weak. :- No fast charging adapter (We can charge using fast charging power bank or other phones adapter though) :- Same Design as android abet the notch :- The back glass gonna break easily. :- We have to use a thick case to protect the camera due to camera bump. :- The stainless steel body is prone to a lot of scratches :- battery percentage not shown up have to scroll down to see it hope IOS update will provide option I have attached some photos taken using my iPhone X. Please have a look",13 Dec 2017,"Must Read, Android to Iphone X experiance",5.0 ,Dark Knight
Amazing iPhone... You will never regreat after spending such a amount. Amazon delivered as it promised. Camera is too good Feel good experience when u use it,13 Apr 2018,Amazing iPhone.,5.0 ,shwet kumar choubey
Screen fault line within 15 day this phone not worthy 1 lakh,27 Jan 2018,One Star,1.0 ,droid08
"For half of its price you can get OnePlus6 which is better than this. Don't waste your money and buy any other phone but not an IPhone. In USA its really cheaper than it is in India. Apple is looting India. Just 3 GB of RAM in 76,000₹ is the worst deal. Recently Apple was also accused of slowing down its older phones with an excuse of updating the software. I repeat, trust me and don't buy an IPhone.",26 Oct 2018,Worst phone ever !!!!!!!,1.0 ,Vardan Kamra
It’s really really awesome phone and it’s revolutionary phone too it never hang it’s really awesome I expected this from APPLE,22 Apr 2018,Awesome phone ever and revolutionary phone,5.0 ,Maaz
Very good phone and apple has proved tat they are the best in the market,31 Aug 2018,💥💥💥Next level phone💥💥💥,5.0 ,Shyam prasad
Really a bad experience,29 Mar 2018,Bad service,1.0 ,Ayush
"The flagship phone from Apple is undoubtedly a marvel though the price tag was a big deterrent for me. Before finalizing, I compared it with Samsung Galaxy Note 8 and Google Pixel 2 - on almost all accounts I found iPhone X definitely more superior. My assessment after using it for 2 weeks is as follows: Pros 1. The Face ID is a first - a technological leap. It works most of the time except when the room is completely dark. 2. Speakers - This caught my attention immediately, the speakers on the bottom of the phone simply rock. 3. Screen - Is a little annoying initially but then Apple had to embed the facial recognition technology somewhere, you can live with it especially after you notice the brightness of the screen along with crystal clear display 4. Battery - Fairly decent, easily lasts a day with heavy usage of checking mails, surfing the net and video streaming. 5. Camera: The images are very impressive though Apple still has massive competition from Samsung here. 5. Looks - While there is nothing extraordinary, it does have a premium feel look and is heavy as compared to the earlier iPhone. A backcover ruins the feel of the phone but then it saves from potential damage it just in case if slips from your hand and falls on a hard/rough surface. Cons 1. The price but then everyone's buying without complaining so one can't do much. If you can afford it, close your eyes and buy it - simply worth it. Also for people who can't tolerate bloatware and restricted app privacy settings in Android, this phone has it all....",02 Jan 2018,I compared it with Samsung Galaxy Note 8 and Google Pixel 2 - on almost all accounts I found iPhone X definitely more superior. My assessment after using it for 2 weeks ...,5.0 ,Himār
Genuine product.,12 Dec 2017,Five Stars,5.0 ,Ghanshyam Kumar
Amazing phone,15 Jul 2018,Poor people dont lookout here.😂,5.0 ,Abhi Goswami
"Pros Stunning screen Much-improved telephoto camera The best-looking iPhone ever Impressive battery life Face ID is so much better than a fingerprint sensor Cons Software needs more optimisation for the taller display and notch No fast-charging plug included Very expensive Key Featu 5.8-inch OLED HDR display A11 Bionic CPU 64GB or 256GB storage Face ID Dual 12-megapixel camera with OIS What is the iPhone X? The iPhone X – or iPhone 10 – is a hugely important device for Apple. Not only does its release coincide with the 10th anniversary of arguably the most important tech product of the past decade, but it’s the first iPhone in four years to undergo a major redesign. It’s also the best iPhone I’ve ever used – but it comes at a cost. A pretty hefty one. The iPhone X saw a big change to the long-established iPhone formula, and currently, it’s difficult to say if it’s been a complete success. Having used the phone solidly since its release, my thoughts regarding the iPhone X seem to change on a weekly basis.",10 Mar 2018,"Apple iPhone X (Silver, 64GB) Review",4.0 ,MuteTuber
I like this phone,05 Mar 2018,Five Stars,5.0 ,Narendra kashyap
"I am writing this review after using the phone for more than 3 weeks now... was using Apple earlier too so of course it felt like home.. I upgraded from. 6s 64 gig to iPhone X and must say it was a much needed switch.. This phone is undoubtedly the best in market as far as looks and performance goes.. the so called notch doesn’t at all come in the way and the OLED screen is just too perfect.. I don’t really think an iPhone needs a review, it’s as simple as use it to believe it! The only thing I didn’t like is that the price reduced by 4.5k during new year immediately after I purchased, but that’s a gamble one has to play! I won’t even say it’s overpriced as it’s obvious that iPhone is an iPhone. It has excellent resale value and if at all I want to sell it after 2 years I think I can get a good value.. of course you need to protect your phone with a good case.. I like to keep my phone as good as New always! :-) Go for it... if you have the budget or can pay EMI .. iphones do not really need a review!",18 Jan 2018,It’s really a beast and am loving it!,5.0 ,Mehul Vyas
Superb phone. Best apple product ever.,17 Dec 2017,Fab screen superfast phine,5.0 ,Somendra R.
The revolutionary iPhone X is among the top releases of the year. It has been just about three months since the phone has been released and the demand is still the same. The iPhone X comes with iOS 11 out-of-the-box and is powered by Apple’s A11 bionic processor. There are several more features users can brag about but is it actually worth buying? Let us have a look at some of the pros and cons of iPhone X so that you can easily decide whether to buy it or not. Pros Of IPhone X:- 1. Face ID 2. Dual Camera 3. OLED Display 4. Animoji 5. Augmented Reality 6. Portrait Mode Cons Of IPhone X:- 1. Price 2. iPhone 8 Plus is a Better Choice 3. Home Button is Removed 4. Fast Charging Doesn’t Come for Free Ratings:- 1. Design- 9/10 2. Display- 9/10 3. Software- 9/10 4. Performance- 10/10 5. Battery- 9/10 6. Canera- 9/10 7. Valur for money- 6/10 8. Overall- 9/10 . . If this review helped you please vote for helpful.,11 Apr 2018,"THE BEST PHONE EVER, BUT NOT GOOD ENOUGH",4.0 ,HEMANT
